2014.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
2012.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
a.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
account.iqiyi.com	36.110.238.60
ad.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
ai.iqiyi.com	103.44.58.219
app.iqiyi.com	101.227.32.93
athena.iqiyi.com	36.110.238.89
auto.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
avon.iqiyi.com	211.151.156.104
baby.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
baidu.iqiyi.com	106.120.159.70, 220.181.33.93
baike.iqiyi.com	111.202.75.229
bbs.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
beehive.iqiyi.com	101.227.32.69
business.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
campus.iqiyi.com	111.206.70.154
cards.iqiyi.com	101.227.200.31, 101.227.32.51
chat.iqiyi.com	103.44.58.95
child.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
cloud.iqiyi.com	106.38.219.34
club.iqiyi.com	101.227.188.170, 101.227.188.172, 101.227.188.174, 101.227.188.176, 101.227.188.178, 101.227.188.180
comic.iqiyi.com	49.7.32.72
community.iqiyi.com	101.227.32.88
conference.iqiyi.com	103.44.59.157
control.iqiyi.com	180.163.156.28
conf.iqiyi.com	106.38.212.76
cs.iqiyi.com	36.110.238.53
dm.iqiyi.com	180.163.156.22
