120.meituan.com	101.236.12.9, 103.37.142.166, 103.37.152.63
ab.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
about.meituan.com	101.236.12.9, 103.37.142.166, 103.37.152.63
act.meituan.com	203.76.216.4, 203.76.217.1, 203.76.218.1
ad.meituan.com	203.76.216.4, 203.76.217.1, 203.76.218.1
adm.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
agent.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
al.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
ai.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
aj.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
alt.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
am.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
analytics.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
api.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
aq.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
as.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
ask.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
b.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
bc.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
bd.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
bike.meituan.com	101.236.12.34, 103.37.152.137, 103.37.155.28
bj.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
bh.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
brain.meituan.com	101.236.12.9, 103.37.142.166, 103.37.152.63
bn.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
bt.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
bs.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
bz.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
ca.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
bus.meituan.com	101.236.12.6, 103.37.142.174, 103.37.152.11
by.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
campus.meituan.com	203.76.216.1, 203.76.217.2, 203.76.218.7
card.meituan.com	101.236.12.12, 103.37.152.46
cc.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
cb.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
cd.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
cg.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
ch.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
chs.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
cloud.meituan.com	103.37.142.154, 36.110.144.125
content.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
cq.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
crm.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
cs.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
cx.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
cy.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
cz.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
dali.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
dbs.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
df.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
dg.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
developer.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
dh.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
dm.meituan.com	101.236.12.10, 103.37.142.168, 103.37.152.53
dl.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
docs.meituan.com	101.236.12.9, 103.37.142.166, 103.37.152.63
dq.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
dt.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
dx.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
dz.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
e.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
dy.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
ecf.meituan.com	101.236.12.12, 103.37.152.46
ecom.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
eb.meituan.com	101.236.12.10, 103.37.142.168, 103.37.152.53
ee.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
ems.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
es.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
erp.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
ez.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
eva.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
event.meituan.com	203.76.216.4, 203.76.217.1, 203.76.218.1
fe.meituan.com	101.236.12.14, 103.37.142.170, 103.37.152.58
fc.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
fh.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
finance.meituan.com	101.236.12.12, 103.37.152.46
fl.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
fs.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
fz.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
ga.meituan.com	101.236.12.4, 103.37.142.167, 103.37.152.3
